experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,split_epochs,prior_mode_name,predictions
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2013__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:47Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21013,2013,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.05222389806151368,0.06201448856670452,0.18181818181818182,0.49,100,1.0,0.6747414469718933,0.6771286725997925,33353.5625,29564.091796875,3789.470703125,32089.798828125,6.318826675415039,0.4140270190000592,2.2509999780595535e-05,0.41273227900001075,0.0010763999998744112,0.0009229400002368493,0.0013757742633333692,450.9296875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[0 0 0 2 0 2 0 1 1 1 0 0 1 0 0 1 1 1 1 1 2 2 0 2 2 1 1 0 0 0 2 2 1 0 1 0 2
 0 0 2 0 1 2 2 0 2 0 0 1 2 0 1 0 1 2 0 2 0 2 1 0 2 0 0 0 0 2 2 1 1 1 2 1 0
 2 0 1 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 2 0 2 0 2 2 0 1 0 1 1 1 1 2 1 0 0 0 1
 0 1 0 0 0 0 0 2 0 1 1 0 0 0 1 0 2 0 2 0 2 2 2 0 0 1 1 0 0 0 2 1 0 2 0 1 1
 0 2 1 0 0 1 2 1 0 0 0 0 1 2 2 0 2 2 0 2 0 1 2 2 2 1 1 0 1 0 0 0 2 0 1 0 0
 0 0 2 2 0 2 2 0 0 1 0 2 0 0 2]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2013__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:47Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21013,2013,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.19956259283280908,0.2195046794602038,0.21333333333333335,0.555,65,0.65,0.5732606649398804,0.6369316577911377,34298.59375,31749.7109375,2548.8828125,33451.2578125,4.236671447753906,0.3999519799999689,2.145100006600842e-05,0.39851563999991413,0.0011410600000090199,0.0010266799999953946,0.0013283854666663805,447.80078125,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[0 1 2 0 2 2 1 2 0 1 0 1 0 0 0 2 0 2 1 0 0 0 0 0 1 0 2 1 0 0 2 2 1 2 0 0 0
 1 0 1 0 1 1 0 0 2 0 1 2 1 0 0 1 1 0 0 2 0 2 0 2 1 0 1 0 0 2 2 2 1 1 1 0 1
 2 1 0 0 0 0 2 1 0 0 0 1 2 0 0 0 1 0 2 0 1 1 1 1 2 0 2 2 1 0 1 1 0 2 0 0 1
 0 2 0 0 0 1 0 0 2 1 0 0 1 1 0 0 2 2 0 0 0 0 0 1 0 1 2 2 2 0 0 2 0 0 1 1 0
 0 0 1 0 2 1 0 1 2 0 2 0 2 1 0 0 0 2 2 0 0 2 0 2 2 2 0 0 2 0 0 0 0 0 0 0 0
 2 2 2 1 2 0 0 2 2 2 2 1 1 0 1]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2013__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:47Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21013,2013,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.38603787060349776,0.41592760886781427,nan,0.665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,447.80078125,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2013__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:47Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21013,2013,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.3648783874854494,0.38524193465063616,nan,0.705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,447.80078125,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2014__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:48Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21014,2014,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.5684363927949599,0.5817007558998479,0.21978021978021975,0.82,81,0.81,0.6725870370864868,0.7402801513671875,32328.041015625,29529.93359375,2798.107421875,31683.57421875,3.222334861755371,0.5199839429997155,0.11236842500011335,0.4059636090000822,0.0009394499998052197,0.0011650299998109404,0.001353212030000274,450.9296875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[0 0 0 0 2 0 2 2 1 2 0 1 2 0 1 2 2 2 0 0 0 1 0 0 2 0 2 0 2 0 0 2 2 2 2 2 0
 0 0 0 0 0 2 0 0 2 1 1 2 1 1 2 1 1 2 0 1 2 1 2 0 0 1 0 1 1 0 0 0 2 2 0 0 0
 2 2 1 0 1 1 1 1 1 1 2 1 2 1 0 1 1 1 1 1 0 0 0 2 0 2 2 1 1 2 0 1 1 1 0 0 1
 2 2 0 0 2 0 1 1 1 0 2 0 1 0 1 1 0 2 2 0 0 0 2 1 1 2 0 0 0 1 2 2 0 2 0 2 0
 2 2 0 0 1 0 2 1 1 0 0 0 0 0 0 2 0 1 2 0 2 0 1 1 0 0 2 2 2 1 0 2 0 2 0 2 2
 2 1 0 0 0 2 2 1 0 1 1 0 0 0 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2014__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:48Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21014,2014,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.31778913605420694,0.3532318281290727,0.18181818181818182,0.635,100,1.0,0.6746719479560852,0.6775941252708435,33279.30859375,29826.068359375,3453.240234375,32014.240234375,6.325333595275879,0.378099409999777,2.342000016142265e-05,0.3767333700002382,0.0009912690002238378,0.0008691689999977825,0.001255777900000794,450.77734375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[1 1 1 1 2 0 2 2 1 2 0 0 2 0 0 2 2 1 0 0 0 1 0 1 2 0 1 0 2 0 1 2 2 2 2 2 1
 0 0 0 0 0 2 1 0 2 1 0 2 2 2 2 1 0 2 1 0 2 2 2 0 0 2 0 2 2 1 1 1 2 2 2 1 0
 2 1 1 1 2 2 2 1 0 1 2 1 2 2 2 0 2 1 1 2 0 0 0 2 1 2 2 1 2 2 0 2 0 2 0 0 1
 2 2 0 0 2 1 2 0 2 1 1 0 1 0 1 1 1 2 2 0 0 0 2 1 1 2 0 2 1 0 2 2 0 2 0 2 1
 2 2 0 1 2 0 2 0 2 0 0 0 0 0 1 2 0 1 2 1 2 0 1 2 1 0 2 1 2 0 1 2 0 2 0 2 2
 2 0 0 0 1 2 2 2 0 1 1 0 0 0 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2014__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:48Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21014,2014,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.44161078653301894,0.44613842114488783,0.20512820512820512,0.745,68,0.68,0.5919928550720215,0.6228305101394653,34179.8359375,31308.33984375,2871.49609375,33111.359375,5.342386245727539,0.3813803210000515,1.7309999748249538e-05,0.3801589210002021,0.0009931699996741372,0.0009309600000051432,0.001267196403334007,450.77734375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[2 2 1 1 0 1 0 0 0 0 1 2 0 1 0 0 0 0 1 1 1 0 2 1 0 2 0 2 2 2 1 0 0 0 0 0 1
 1 1 1 1 1 0 1 1 0 0 1 0 2 2 2 2 1 2 1 1 2 0 0 2 1 0 1 2 0 2 2 1 2 2 2 2 1
 0 0 0 1 0 2 0 1 0 2 0 0 0 2 2 0 0 1 0 0 1 1 2 2 1 2 0 0 0 0 1 0 2 1 2 1 1
 0 0 1 1 0 1 0 2 0 1 0 1 0 1 1 1 1 0 0 1 2 1 0 0 0 0 1 2 1 1 0 2 1 0 1 0 1
 0 0 1 1 0 2 0 2 0 2 1 2 1 1 1 0 2 2 0 1 0 2 0 0 1 1 2 0 0 0 1 0 1 2 1 0 0
 0 2 2 1 1 0 2 0 1 0 0 1 2 1 1]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2014__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:48Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21014,2014,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.246807537359569,0.2716806085653826,nan,0.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450.77734375,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2014__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:48Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21014,2014,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.4963883657099859,0.5657939074524703,nan,0.715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450.77734375,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2015__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:50Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21015,2015,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.681352836130158,0.6697092249866824,0.21276595744680848,0.875,84,0.84,0.6724621057510376,0.7503844499588013,32247.873046875,29867.86328125,2380.009765625,31665.35546875,2.912590503692627,0.53408409199983,0.12318329299978359,0.4093150090002382,0.0010714500003814464,0.0009539799998492526,0.0013643833633341274,450.77734375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[0 0 2 1 1 2 1 0 2 1 2 1 1 2 2 0 2 1 2 2 2 1 2 0 1 0 1 2 2 2 1 1 0 0 2 1 0
 0 2 2 2 0 2 0 1 0 2 1 1 0 1 1 2 0 1 1 2 2 2 0 0 0 2 0 0 1 0 2 1 1 2 1 0 0
 0 1 0 1 2 0 0 0 2 1 0 2 0 2 0 1 0 1 0 0 2 1 2 2 0 0 1 2 0 1 1 1 0 1 1 2 0
 2 1 0 2 0 2 2 0 1 0 0 0 1 2 0 1 2 2 1 2 1 0 1 0 0 0 2 1 2 2 0 0 2 1 0 1 0
 0 1 2 0 1 1 0 1 1 2 0 1 2 1 2 2 0 2 1 2 0 0 1 2 1 1 1 1 1 2 2 0 2 0 0 2 2
 1 1 0 0 2 1 0 0 1 2 2 0 1 1 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2015__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:50Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21015,2015,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.5229733750996645,0.5548671753621258,0.18181818181818182,0.775,100,1.0,0.671616792678833,0.6712807416915894,33121.4921875,29241.287109375,3880.205078125,31898.771484375,6.113603591918945,0.5378049330001886,2.289000030941679e-05,0.5360113529995942,0.0012678400003096613,0.0014125699999567587,0.0017867045099986475,450.2421875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[0 0 2 0 1 1 1 0 2 1 2 1 1 2 1 0 2 1 2 2 2 1 2 0 1 0 2 2 2 2 1 1 0 0 2 1 0
 0 2 1 1 0 2 0 1 0 2 1 1 0 1 1 2 0 2 1 2 1 2 0 0 0 2 0 0 1 0 2 1 1 2 2 0 0
 0 2 0 1 2 0 0 0 2 2 0 2 0 2 0 1 0 1 0 0 2 1 1 2 0 0 1 2 0 1 1 1 0 1 1 2 0
 2 1 0 2 0 2 2 0 1 0 0 0 1 2 0 1 1 1 1 2 1 0 2 0 0 0 2 1 2 2 0 0 2 1 0 1 0
 0 2 2 0 1 1 0 2 1 2 0 1 2 1 2 1 0 2 1 2 0 0 2 2 1 1 1 1 1 2 2 0 2 0 0 2 2
 2 1 0 0 2 1 0 0 1 2 2 0 1 1 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2015__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:50Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21015,2015,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.035107932338985175,0.05336940758385948,0.23076923076923075,0.415,68,0.68,0.6083245873451233,0.6729450225830078,33846.15625,31111.205078125,2734.951171875,33009.8359375,4.181607723236084,0.5282070539997221,4.721000004792586e-05,0.5262332830002379,0.0012023899998894194,0.0012127800000598654,0.0017541109433341262,450.3984375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[0 1 0 2 0 2 2 0 0 2 1 0 0 2 0 1 2 0 0 1 1 1 1 0 0 0 2 1 1 1 2 0 2 0 1 0 0
 2 2 0 0 0 0 0 2 0 0 2 2 0 1 2 1 0 1 0 1 0 1 1 2 2 1 2 2 2 0 1 1 0 0 0 0 0
 0 1 2 2 0 0 0 0 1 1 2 1 0 2 0 2 1 0 2 2 0 2 2 0 0 0 2 1 0 0 2 1 2 0 0 1 2
 1 0 2 1 2 0 1 2 2 0 0 2 0 1 0 0 0 0 0 1 0 0 2 0 0 2 1 0 0 0 2 2 1 0 2 0 0
 0 2 0 2 0 0 0 1 0 1 2 1 1 2 0 2 0 1 1 1 0 1 1 1 0 1 0 0 0 0 2 2 1 0 0 2 1
 1 2 1 2 1 0 2 0 2 1 2 0 0 1 2]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2015__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:50Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21015,2015,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.245590286137395,0.2454582704571474,nan,0.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450.3984375,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2015__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:50Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21015,2015,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.5372484342095399,0.5673192647645642,nan,0.785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450.3984375,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2016__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:52Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21016,2016,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.5408046355136794,0.5829611078342326,0.25316455696202533,0.775,69,0.69,0.6123006343841553,0.661348283290863,33347.94140625,30748.9296875,2599.01171875,32524.5234375,4.117090225219727,0.7232131929999923,0.15868119200013098,0.5630684110001312,0.0011982989999523852,0.0008898500000213971,0.0018768947033337706,450.5546875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[2 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 2 1 2 0 0 0 0 2 0 2 2 2 1 0 1 0 2 1 0
 2 1 0 2 1 0 1 1 1 2 1 1 1 1 1 0 2 0 2 2 0 2 1 0 2 1 0 0 1 2 2 0 0 2 1 2 1
 2 0 0 0 2 0 0 1 2 2 0 2 0 1 1 2 1 0 0 0 1 2 0 0 0 1 0 2 0 2 1 0 1 0 1 2 1
 1 0 1 1 1 2 1 1 2 1 1 2 0 1 0 1 0 1 1 2 1 0 2 2 1 2 2 2 2 0 1 2 2 1 0 1 1
 2 2 1 2 1 0 0 1 1 0 2 1 0 2 2 2 0 0 0 1 1 0 2 1 2 1 0 1 1 2 1 1 0 0 2 1 2
 2 1 0 1 1 0 2 2 0 2 0 0 2 0 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2016__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:52Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21016,2016,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.4657601327608174,0.5043497096338913,0.18181818181818182,0.725,100,1.0,0.6736180782318115,0.6734293699264526,33189.21484375,29606.228515625,3582.986328125,31943.640625,6.227876663208008,0.3855341399998906,1.8530000033933902e-05,0.38431098999990354,0.0009408290002284048,0.0008885399997780041,0.0012810366333330118,450.5546875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[2 0 1 1 1 0 1 0 0 1 0 2 2 0 0 0 0 0 2 1 2 0 0 0 0 1 0 2 2 2 2 0 1 0 1 1 0
 2 1 0 2 1 0 0 1 1 2 1 1 1 0 1 0 2 0 2 2 0 2 2 0 2 1 0 0 1 2 2 0 0 1 1 2 1
 2 0 0 0 2 0 0 1 2 2 0 2 0 2 1 1 1 0 0 0 1 2 0 0 0 2 0 2 0 2 1 0 0 0 1 2 0
 1 0 1 1 1 2 1 0 2 1 1 2 0 1 0 1 0 1 1 2 1 0 2 2 1 2 2 2 2 0 1 2 2 1 0 1 1
 2 2 1 2 1 0 0 1 2 0 2 1 0 2 2 2 0 0 0 1 1 0 2 1 2 2 0 1 1 2 1 1 0 0 2 1 0
 2 2 0 1 1 0 2 2 0 2 0 0 1 0 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2016__DIVI_p3,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:52Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21016,2016,DIVI,3,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.6311477262964654,0.625966341767303,0.225,0.855,70,0.7,0.5824335217475891,0.6516039371490479,34138.984375,31202.775390625,2936.208984375,33194.35546875,4.723136901855469,0.39808324000023276,2.268999969601282e-05,0.3962225899999794,0.0009959890003301552,0.001488110000082088,0.001320741966666598,450.5546875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",random_prior,"[2 0 2 2 0 1 2 0 0 0 0 0 1 0 0 0 1 0 2 2 1 0 0 0 0 2 0 1 2 2 1 0 1 0 2 2 0
 2 2 0 1 2 0 1 2 1 1 2 1 1 1 1 0 2 0 1 1 0 1 2 0 1 1 0 0 1 1 1 0 0 2 1 1 2
 1 0 0 0 2 0 0 2 1 2 0 1 0 2 2 2 1 0 0 0 1 1 0 0 0 1 0 1 0 2 1 0 1 0 1 2 0
 1 0 2 2 1 2 1 0 2 0 2 1 0 1 0 2 0 1 2 2 2 0 1 2 0 1 2 2 2 0 2 2 1 1 0 1 1
 1 2 0 2 1 1 0 1 1 0 2 1 0 2 2 2 0 0 0 1 0 0 1 2 1 2 0 1 0 2 1 1 0 0 2 1 0
 2 2 0 0 2 0 1 2 0 0 0 0 2 0 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2016__kmeans_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:52Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21016,2016,kmeans_oracle,nan,KMeans,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.2916078417153696,0.3117092225023252,nan,0.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450.5546875,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2016__gmm_oracle,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:52Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21016,2016,gmm_oracle,nan,GaussianMixtureDiag,nan,nan,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,nan,3,0,nan,nan,[],0.2834744860274693,0.32648715314882665,nan,0.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450.5546875,ok,0,,outputs/misspec_robustness_tuned
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2017__DIVI_p1,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:53Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21017,2017,DIVI,1,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.3938117050123792,0.4922325437305696,0.29850746268656714,0.665,57,0.57,0.5683292150497437,0.6089377403259277,33955.4609375,31622.4609375,2333.0,33044.34375,4.555579662322998,0.5130203940002502,0.11272445399981734,0.39882566999995106,0.0009592090000296594,0.0009606000003259396,0.0013294188999998368,450.5546875,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",informative_kw_llr,"[0 0 2 2 2 0 2 1 0 2 0 1 2 1 0 0 2 0 0 2 0 0 2 2 2 2 2 2 2 1 0 1 1 0 2 1 2
 0 0 2 2 2 2 0 0 0 2 0 1 0 0 0 1 0 0 0 1 1 1 0 0 1 2 0 0 0 0 0 0 1 1 0 0 1
 0 1 0 0 1 2 2 1 0 0 1 0 2 2 1 1 1 1 0 0 0 1 1 2 0 0 0 1 0 0 1 0 0 2 1 2 0
 1 2 1 0 0 0 0 2 0 0 0 2 0 0 0 0 1 0 0 2 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 0 1
 0 2 0 0 1 2 1 0 2 2 1 1 0 0 2 0 0 1 1 0 0 2 2 0 2 0 0 0 0 2 2 0 0 2 0 0 0
 2 0 1 0 0 2 0 1 0 2 1 2 1 2 0]"
misspec_tuned__rho0.6_block10_noise3__correlated_noise__seed2017__DIVI_p2,run_divi_misspec_robustness_tuned.py,2026-04-02T15:21:53Z,unknown,local,cpu,x86_64,synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,100,3,0.1,0.9,3.0,21017,2017,DIVI,2,DIVI,200.0,1.0,120,manual_mult_auto,141.89385332046726,1.0,0.01,1.0,0.1,300,300,3,2,120,240,"[120, 240]",0.3844492203535685,0.4731011871263351,0.18181818181818182,0.66,100,1.0,0.6739943623542786,0.6730078458786011,33128.70703125,29577.56640625,3551.140625,31874.650390625,6.270291805267334,0.3963950509996721,4.3811000068672e-05,0.3947375299999294,0.0009637190005378216,0.0012443900000107533,0.0013157917666664313,451.62109375,ok,0,,outputs/misspec_robustness_tuned,"[120, 240]",noninformative_uniform,"[0 0 1 2 2 0 2 1 0 2 0 1 2 1 0 0 2 0 0 2 0 0 2 2 2 2 2 2 2 1 0 1 1 0 2 1 2
 0 0 2 2 2 2 0 0 0 2 0 2 0 0 0 1 2 0 0 1 1 1 0 0 1 2 0 0 0 0 0 0 2 1 0 0 1
 0 1 0 0 2 2 2 1 0 0 1 0 2 2 1 1 1 1 0 0 0 1 1 2 0 0 0 1 0 0 1 0 0 2 1 2 0
 1 2 1 0 0 0 0 2 1 0 0 2 0 0 0 0 1 0 0 2 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 0 1
 0 2 0 0 1 2 1 0 2 2 1 1 0 0 2 0 0 1 1 0 0 2 2 0 2 0 0 0 0 2 2 1 0 2 0 0 0
 2 0 1 0 0 2 0 1 0 2 1 2 1 2 0]"
